Continent,Region/Country,Variable,Year,Quantity (per 1000 hl)
Africa,Nigeria,Consumption,2015,  334
America,Canada,Production,1996,  333
Europe,Lithuania,Consumption,2020,  333
Asia,"China, Hong Kong SAR",Consumption,2015,  332
Europe,Lithuania,Consumption,2012,  332
Africa,Morocco,Consumption,2007,  332
Europe,Slovakia,Production,2002,  332
Europe,Slovakia,Production,2022,  332
America,Peru,Production,2000,  330
Europe,Slovakia,Production,2009,  330
Europe,Moldova,Consumption,2020,  329
Europe,Moldova,Consumption,2021,  329
Europe,Moldova,Consumption,2022,  329
Africa,Morocco,Consumption,1997,  329
Asia,Kazakhstan,Consumption,1998,  328
Asia,Korea (the Republic of),Consumption,2014,  328
Africa,Nigeria,Consumption,2012,  328
Africa,Tunisia,Production,2013,  328
Asia,Kazakhstan,Production,2017,  327
Africa,Morocco,Production,2014,  327
Africa,Morocco,Consumption,2004,  326
Africa,Morocco,Production,2004,  326
Europe,Slovakia,Consumption,1997,  326
Europe,Ireland,Consumption,1998,  325
Africa,Morocco,Production,2016,  325
Asia,Republic of Türkiye,Consumption,1996,  325
Africa,Tunisia,Production,2015,  325
Asia,"China, Hong Kong SAR",Consumption,2019,  323
America,Peru,Consumption,2000,  322
Asia,Uzbekistan,Consumption,2002,  322
Africa,Algeria,Consumption,2002,  320
Europe,Belarus,Production,2018,  320
Asia,Israel,Production,2014,  320
Africa,Tunisia,Production,2014,  320
Africa,Tunisia,Production,2018,  320
Europe,Slovakia,Production,2019,  319
Europe,Norway,Consumption,1995,  318
Asia,Republic of Türkiye,Production,1995,  318
Europe,Slovakia,Production,2013,  318
Africa,Angola,Consumption,2020,  317
Africa,Angola,Consumption,2021,  317
Africa,Angola,Consumption,2022,  317
Asia,Kazakhstan,Consumption,2013,  317
Europe,Albania,Consumption,2022,  315
Asia,"China, Hong Kong SAR",Consumption,2013,  315
Asia,Kazakhstan,Consumption,2000,  315
America,Mexico,Consumption,2000,  315
Asia,Georgia,Consumption,2004,  314
Africa,Algeria,Consumption,2008,  312
Europe,Belarus,Consumption,1997,  312
Europe,Estonia,Consumption,2016,  312
Europe,Finland,Consumption,1998,  312
Asia,Turkmenistan,Consumption,1998,  312
Africa,Algeria,Consumption,2012,  311
Asia,Georgia,Consumption,2003,  311
Europe,Albania,Consumption,1996,  310
Europe,Belarus,Production,2017,  310
Europe,Estonia,Consumption,2015,  310
Asia,Korea (the Republic of),Consumption,2013,  310
Europe,Lithuania,Consumption,2011,  310
Europe,Lithuania,Consumption,2021,  310
Europe,Lithuania,Consumption,2022,  310
Africa,Morocco,Consumption,2008,  310
Africa,Namibia,Consumption,2013,  310
Europe,Slovakia,Production,2012,  310
Africa,Tunisia,Production,2001,  310
Oceania,New Zealand,Consumption,1995,  309
Asia,Republic of Türkiye,Production,2004,  309
Europe,Slovakia,Production,2016,  309
Africa,Tunisia,Consumption,2014,  309
Asia,"China, Hong Kong SAR",Consumption,2012,  308
Africa,Tunisia,Consumption,2015,  308
Africa,Tunisia,Consumption,2018,  308
Asia,"China, Hong Kong SAR",Consumption,2014,  307
Asia,"China, Hong Kong SAR",Consumption,2020,  307
Asia,"China, Hong Kong SAR",Consumption,2021,  307
Asia,"China, Hong Kong SAR",Consumption,2022,  307
Europe,Estonia,Consumption,2014,  307
Africa,Tunisia,Consumption,2016,  307
Africa,Côte d'Ivoire,Consumption,2014,  305
Asia,Kazakhstan,Consumption,2005,  305
Asia,Korea (the Republic of),Consumption,2007,  305
Africa,Tunisia,Production,2016,  305
Africa,Tunisia,Production,2017,  305
Africa,Algeria,Consumption,2007,  304
Europe,Belarus,Production,2020,  304
Europe,Belarus,Production,2021,  304
Europe,Belarus,Production,2022,  304
Europe,Estonia,Consumption,2017,  302
Africa,Tunisia,Consumption,2017,  302
Europe,Moldova,Consumption,2012,  301
Africa,Algeria,Consumption,2018,  300
Europe,Belarus,Production,2014,  300
Asia,Israel,Production,2013,  300
Asia,Lebanon,Production,1995,  300
Africa,Morocco,Consumption,2000,  300
Africa,Morocco,Consumption,2001,  300
Africa,Morocco,Consumption,2005,  300
Europe,Poland,Consumption,1995,  300
Africa,Côte d'Ivoire,Consumption,2010,  299
Asia,Kazakhstan,Production,2016,  299
Europe,Moldova,Consumption,2009,  299
Africa,Morocco,Production,2000,  299
Africa,Morocco,Production,1998,  298
Europe,Slovakia,Production,2017,  298
Europe,Belarus,Consumption,1996,  296
Asia,Republic of Türkiye,Consumption,1998,  296
Europe,Albania,Production,2021,  295
Africa,Morocco,Production,2009,  295
Europe,Albania,Production,1996,  293
America,Paraguay,Consumption,2005,  293
Africa,Morocco,Consumption,2002,  292
Europe,Slovakia,Production,2005,  292
Africa,Tunisia,Production,1995,  292
Europe,Albania,Consumption,2021,  291
America,Canada,Production,2005,  291
Europe,Moldova,Consumption,2017,  291
Africa,Tunisia,Production,2008,  291
Africa,Côte d'Ivoire,Consumption,2013,  290
Europe,Estonia,Consumption,2013,  290
Africa,Algeria,Consumption,2021,  289
Africa,Algeria,Consumption,2022,  289
Europe,Belarus,Consumption,1998,  289
Africa,Côte d'Ivoire,Consumption,2011,  289
America,Paraguay,Consumption,2012,  289
Africa,Algeria,Consumption,2011,  288
Europe,Belarus,Production,2015,  287
Asia,Republic of Türkiye,Production,2005,  287
Africa,Tunisia,Consumption,2013,  287
Africa,Côte d'Ivoire,Consumption,2002,  286
Europe,Ireland,Consumption,1997,  286
Africa,Morocco,Production,2001,  286
Asia,Republic of Türkiye,Consumption,1995,  286
Africa,Tunisia,Production,2005,  286
Africa,Côte d'Ivoire,Consumption,2012,  284
Europe,Lithuania,Consumption,1996,  284
Africa,Morocco,Production,1996,  284
Africa,Tunisia,Production,2012,  284
Asia,Uzbekistan,Consumption,2013,  284
Europe,Estonia,Consumption,2018,  283
Asia,Kazakhstan,Consumption,2012,  283
Europe,Luxemburg,Consumption,2002,  283
Europe,Belarus,Production,2013,  282
Asia,Turkmenistan,Consumption,1997,  282
Europe,Finland,Consumption,1995,  281
Africa,Algeria,Consumption,2010,  280
Africa,Côte d'Ivoire,Consumption,2003,  280
Asia,Israel,Production,2012,  280
Asia,Kazakhstan,Consumption,2004,  280
Africa,Nigeria,Consumption,2020,  279
Africa,Nigeria,Consumption,2021,  279
Africa,Nigeria,Consumption,2022,  279
Europe,Estonia,Consumption,2019,  278
Asia,"China, Hong Kong SAR",Consumption,2011,  277
Africa,Côte d'Ivoire,Consumption,2009,  277
Europe,Estonia,Consumption,2020,  277
Europe,Estonia,Consumption,2021,  277
Europe,Estonia,Consumption,2022,  277
Asia,Korea (the Republic of),Consumption,2008,  276
Asia,Korea (the Republic of),Consumption,2012,  276
Europe,Luxemburg,Consumption,2019,  276
Europe,Belarus,Consumption,2002,  274
Europe,Belarus,Production,2016,  274
Asia,Kazakhstan,Production,2000,  273
America,Mexico,Consumption,1999,  273
Europe,Belarus,Production,2012,  272
Europe,Luxemburg,Consumption,2018,  272
Asia,Uzbekistan,Production,2016,  272
Asia,Kazakhstan,Consumption,2002,  271
Europe,Luxemburg,Consumption,2010,  271
Europe,Luxemburg,Consumption,2014,  271
Africa,Angola,Consumption,1996,  270
Asia,Kazakhstan,Consumption,2011,  270
Asia,Lebanon,Consumption,1995,  270
Europe,Luxemburg,Consumption,2000,  270
America,Venezuela,Consumption,2007,  270
Africa,Algeria,Consumption,2019,  268
Europe,Belarus,Production,2011,  268
Africa,Mozambique,Consumption,2018,  268
Asia,Republic of Türkiye,Production,2001,  268
Asia,Republic of Türkiye,Consumption,2005,  268
Europe,Finland,Consumption,1996,  267
Europe,Belarus,Consumption,2000,  266
Europe,Luxemburg,Consumption,2008,  266
Europe,Luxemburg,Consumption,2012,  266
Europe,Luxemburg,Consumption,2015,  266
Europe,Republic of North Macedonia,Consumption,2019,  266
Europe,Republic of North Macedonia,Consumption,2020,  265
Europe,Republic of North Macedonia,Consumption,2021,  265
Europe,Slovakia,Production,2023,  265
Asia,Kazakhstan,Consumption,2010,  264
Europe,Moldova,Consumption,2016,  264
Africa,Nigeria,Consumption,2019,  264
America,Paraguay,Consumption,2021,  264
America,Paraguay,Consumption,2022,  264
Asia,Republic of Türkiye,Production,1999,  264
Africa,Tunisia,Production,2002,  264
Africa,Algeria,Consumption,2020,  263
Europe,Lithuania,Consumption,2010,  263
Europe,Luxemburg,Consumption,2004,  263
Africa,Namibia,Consumption,2018,  263
Europe,Republic of North Macedonia,Consumption,2022,  263
Europe,Luxemburg,Consumption,2013,  262
Asia,Republic of Türkiye,Production,2002,  262
Asia,"China, Hong Kong SAR",Consumption,2010,  260
Europe,Ireland,Consumption,1996,  260
Europe,Luxemburg,Consumption,2016,  260
Europe,Finland,Consumption,1997,  259
Asia,Israel,Production,2011,  259
Asia,Kazakhstan,Consumption,1999,  259
Asia,Kazakhstan,Consumption,2009,  258
Europe,Luxemburg,Consumption,2009,  258
Europe,Luxemburg,Consumption,2017,  258
Africa,Nigeria,Consumption,2008,  258
Europe,Slovakia,Production,2014,  258
Europe,Belarus,Production,2008,  257
Europe,Luxemburg,Consumption,2006,  257
Europe,Luxemburg,Consumption,2011,  257
Europe,Luxemburg,Consumption,2001,  256
Asia,Uzbekistan,Production,2017,  256
Africa,Angola,Consumption,1995,  255
Europe,Luxemburg,Consumption,2020,  255
Europe,Luxemburg,Consumption,2021,  255
Europe,Luxemburg,Consumption,2022,  255
Asia,Kazakhstan,Consumption,2006,  254
Europe,Luxemburg,Consumption,2005,  254
America,Paraguay,Consumption,2000,  254
Europe,Estonia,Consumption,2012,  253
Europe,Luxemburg,Consumption,2003,  253
Africa,Namibia,Consumption,2019,  253
America,Paraguay,Consumption,2004,  253
Asia,Republic of Türkiye,Production,2006,  253
Asia,Uzbekistan,Production,2014,  253
America,Venezuela,Consumption,2008,  253
Europe,Republic of North Macedonia,Consumption,2015,  252
Europe,Belarus,Consumption,2001,  251
Europe,Belarus,Production,2010,  251
Africa,Algeria,Consumption,1996,  250
Asia,"China, Hong Kong SAR",Consumption,2009,  250
Asia,Uzbekistan,Production,2007,  250
Asia,Korea (the Republic of),Consumption,2011,  249
America,Paraguay,Consumption,2019,  249
America,Paraguay,Consumption,2020,  249
Africa,Angola,Consumption,2000,  248
Europe,Belarus,Consumption,1995,  248
Asia,Lebanon,Production,1997,  248
Asia,Republic of Türkiye,Production,2000,  248
Africa,Tunisia,Consumption,1995,  248
Africa,Algeria,Consumption,1999,  247
Asia,Kazakhstan,Production,2005,  247
Europe,Lithuania,Consumption,1999,  247
America,Paraguay,Consumption,2018,  247
Asia,Turkmenistan,Consumption,2004,  247
Asia,Turkmenistan,Consumption,2005,  247
Asia,"China, Taiwan Province of",Consumption,1997,  246
America,Paraguay,Consumption,2017,  246
Asia,Turkmenistan,Consumption,2003,  246
Africa,Algeria,Consumption,2017,  245
Asia,India,Consumption,2018,  245
Asia,Israel,Production,2010,  245
Africa,Tunisia,Production,2009,  245
Asia,Turkmenistan,Consumption,2002,  245
Asia,Uzbekistan,Production,2008,  245
Africa,Côte d'Ivoire,Consumption,2001,  244
Asia,Republic of Türkiye,Production,2007,  244
Africa,Tunisia,Consumption,1998,  244
Asia,Uzbekistan,Consumption,2015,  244
Africa,Algeria,Consumption,1995,  243
Asia,Kazakhstan,Consumption,1997,  243
Africa,Nigeria,Consumption,2011,  243
Asia,Turkmenistan,Consumption,2001,  243
Asia,Kazakhstan,Production,2015,  242
Europe,Luxemburg,Consumption,2007,  241
Africa,Tunisia,Consumption,2006,  241
Asia,Uzbekistan,Production,2005,  241
Europe,Cyprus,Production,2002,  240
Asia,Israel,Production,2004,  240
Asia,Israel,Production,2005,  240
Asia,Kazakhstan,Consumption,2007,  240
Africa,Côte d'Ivoire,Consumption,1998,  239
Europe,Lithuania,Consumption,2003,  238
Asia,Uzbekistan,Consumption,2008,  238
Asia,Uzbekistan,Consumption,2014,  238
America,Venezuela,Consumption,2006,  238
Asia,Uzbekistan,Consumption,2007,  237
Africa,Angola,Consumption,1999,  236
Asia,Kazakhstan,Production,2002,  236
Europe,Lithuania,Consumption,2002,  235
America,Paraguay,Consumption,2013,  235
Africa,Tunisia,Production,2003,  235
Asia,Uzbekistan,Consumption,2005,  235
Europe,Albania,Consumption,2020,  234
Asia,Israel,Production,2003,  234
Asia,Israel,Production,2006,  234
Asia,Korea (the Republic of),Consumption,2010,  234
Asia,Republic of Türkiye,Consumption,2006,  234
Europe,Albania,Consumption,2016,  233
America,Colombia,Consumption,2020,  233
America,Colombia,Consumption,2021,  233
America,Colombia,Consumption,2022,  233
Asia,Kazakhstan,Production,2021,  233
Asia,Kazakhstan,Production,2022,  233
Africa,Nigeria,Consumption,2016,  233
Africa,Côte d'Ivoire,Consumption,1997,  232
Europe,Finland,Consumption,2020,  232
Europe,Finland,Consumption,2021,  232
Europe,Finland,Consumption,2022,  232
Asia,India,Consumption,2019,  232
America,Mexico,Consumption,1998,  232
Asia,India,Consumption,2017,  231
Asia,Uzbekistan,Production,2006,  231
Asia,Israel,Production,2009,  230
Africa,Nigeria,Consumption,2018,  230
Africa,Tunisia,Production,2011,  230
Asia,Uzbekistan,Consumption,2016,  230
Africa,Côte d'Ivoire,Consumption,1999,  229
Asia,Uzbekistan,Production,2018,  229
Europe,Albania,Production,2022,  228
Asia,Israel,Production,2008,  228
Europe,Lithuania,Consumption,2009,  228
Europe,Moldova,Consumption,2019,  228
Asia,Philippines,Consumption,2020,  228
Asia,Philippines,Consumption,2021,  228
Asia,Philippines,Consumption,2022,  228
Asia,Republic of Türkiye,Consumption,1997,  228
Africa,Algeria,Production,2017,  227
Africa,Côte d'Ivoire,Consumption,2008,  227
Asia,Kazakhstan,Production,1999,  227
Africa,Tunisia,Consumption,2012,  226
Africa,Algeria,Consumption,2000,  225
Asia,Republic of Türkiye,Production,2003,  225
Africa,Tunisia,Consumption,2001,  224
Europe,Republic of North Macedonia,Consumption,2003,  223
Asia,Uzbekistan,Consumption,2006,  223
Asia,"China, Hong Kong SAR",Consumption,2008,  222
Asia,Republic of Türkiye,Consumption,2001,  222
Africa,Tunisia,Production,2010,  222
Asia,Turkmenistan,Consumption,2006,  222
Africa,Tunisia,Production,1996,  221
Africa,Algeria,Consumption,2003,  220
Asia,Kazakhstan,Production,2014,  220
Asia,Korea (the Republic of),Consumption,2009,  220
Asia,Republic of Türkiye,Consumption,1999,  220
Asia,Turkmenistan,Consumption,1995,  220
Europe,Albania,Consumption,2015,  219
Asia,Israel,Production,2007,  218
Asia,Uzbekistan,Production,2020,  218
Asia,Uzbekistan,Production,2021,  218
Asia,Uzbekistan,Production,2022,  218
Europe,Albania,Consumption,2017,  217
Europe,Albania,Consumption,2019,  217
Asia,"China, Taiwan Province of",Consumption,2007,  217
Asia,India,Consumption,2016,  217
Asia,India,Consumption,2021,  217
Asia,India,Consumption,2022,  217
Asia,Kazakhstan,Production,2003,  217
Africa,Tunisia,Consumption,1999,  217
Africa,Tunisia,Consumption,2003,  217
Europe,Albania,Consumption,2012,  216
Asia,"China, Taiwan Province of",Consumption,2017,  216
Asia,"China, Taiwan Province of",Consumption,2018,  216
Asia,Lebanon,Consumption,1997,  216
Africa,Tunisia,Production,2007,  216
Asia,Uzbekistan,Production,2019,  216
Africa,Tunisia,Consumption,2004,  215
Africa,Côte d'Ivoire,Consumption,1996,  213
Africa,Nigeria,Consumption,2010,  213
Asia,Philippines,Consumption,2019,  213
Asia,Uzbekistan,Production,2010,  213
Asia,Korea (the Republic of),Consumption,2006,  212
Africa,Tunisia,Consumption,1996,  212
Europe,Moldova,Consumption,2004,  211
Asia,Uzbekistan,Production,2009,  211
Europe,Belarus,Production,2009,  210
Asia,"China, Taiwan Province of",Consumption,2016,  210
Africa,Côte d'Ivoire,Consumption,2000,  210
Asia,India,Production,2018,  210
Africa,Tunisia,Consumption,2005,  210
Europe,Albania,Consumption,2013,  209
Asia,Kazakhstan,Production,2013,  209
Asia,"China, Taiwan Province of",Consumption,2019,  208
Asia,India,Consumption,2020,  208
Europe,Moldova,Consumption,2002,  208
Africa,Tunisia,Consumption,2000,  208
Europe,Albania,Consumption,2011,  207
Europe,Albania,Consumption,2018,  207
Europe,Lithuania,Consumption,1998,  207
Asia,Philippines,Consumption,2017,  207
Asia,Philippines,Consumption,2018,  207
Europe,Albania,Consumption,2010,  206
Europe,Moldova,Consumption,2003,  206
America,Colombia,Consumption,2019,  205
America,Venezuela,Consumption,2012,  205
Asia,India,Production,2017,  204
America,Paraguay,Consumption,2016,  204
Africa,Algeria,Consumption,2001,  203
Asia,Republic of Türkiye,Consumption,2007,  203
America,Cuba,Consumption,2004,  202
Europe,Estonia,Consumption,2011,  202
Asia,India,Consumption,2015,  202
Africa,Tunisia,Consumption,2002,  202
Europe,Albania,Consumption,2007,  201
Europe,Lithuania,Consumption,2005,  201
America,Venezuela,Consumption,2001,  201
Europe,Albania,Consumption,2009,  200
Africa,Algeria,Consumption,1998,  200
Europe,Belarus,Production,1997,  200
Europe,Belarus,Production,2007,  200
Europe,Republic of North Macedonia,Consumption,2004,  200
Europe,Republic of North Macedonia,Consumption,2005,  200
Africa,Mozambique,Consumption,2017,  199
Asia,Kazakhstan,Consumption,2008,  198
Asia,Philippines,Consumption,2016,  198
Africa,Tunisia,Consumption,1997,  198
Europe,Cyprus,Production,2005,  197
America,Venezuela,Consumption,2009,  197
Europe,Albania,Consumption,2014,  196
Asia,"China, Taiwan Province of",Consumption,2020,  196
Asia,"China, Taiwan Province of",Consumption,2021,  196
Asia,"China, Taiwan Province of",Consumption,2022,  196
Asia,Kazakhstan,Production,2006,  196
Africa,Algeria,Consumption,1997,  195
Africa,Côte d'Ivoire,Consumption,1995,  194
Asia,India,Production,2016,  194
Africa,Algeria,Production,2018,  193
Africa,Algeria,Production,2019,  193
Africa,Algeria,Production,2020,  193
Africa,Algeria,Production,2021,  193
Africa,Algeria,Production,2022,  193
Europe,Lithuania,Consumption,2004,  193
Europe,Republic of North Macedonia,Consumption,1996,  193
Asia,Turkmenistan,Consumption,2007,  193
Europe,Albania,Consumption,2005,  192
Europe,Albania,Production,2020,  192
Europe,Lithuania,Consumption,1997,  192
Africa,Nigeria,Consumption,2017,  192
Asia,India,Consumption,2014,  191
America,Mexico,Consumption,1997,  191
Asia,Republic of Türkiye,Consumption,2000,  191
Asia,Republic of Türkiye,Consumption,2004,  191
Africa,Tunisia,Consumption,2008,  191
Africa,Tunisia,Consumption,2009,  191
Europe,Albania,Production,2012,  190
Europe,Belarus,Production,1998,  190
Europe,Lithuania,Consumption,2000,  190
Europe,Slovakia,Production,2010,  190
Asia,Turkmenistan,Consumption,2008,  190
Europe,Albania,Consumption,2006,  189
Africa,Algeria,Consumption,2015,  189
Europe,Albania,Production,2019,  187
Europe,Belarus,Production,1996,  187
Asia,"China, Taiwan Province of",Consumption,2015,  187
Europe,Albania,Consumption,1995,  186
Africa,Botswana,Consumption,2007,  186
America,Cuba,Consumption,2017,  186
Asia,Lebanon,Production,1998,  186
Europe,Lithuania,Consumption,2001,  186
Africa,Tunisia,Consumption,2011,  186
Europe,Albania,Consumption,2008,  185
America,Cuba,Consumption,2000,  185
Europe,Cyprus,Consumption,2018,  185
Asia,India,Consumption,2013,  185
Europe,Luxemburg,Production,1999,  184
Africa,Tunisia,Consumption,2010,  184
Europe,Cyprus,Production,2006,  183
Asia,India,Production,2015,  183
Asia,Korea (the Republic of),Consumption,2005,  182
Asia,Turkmenistan,Consumption,1996,  182
Europe,Albania,Production,2010,  181
America,Colombia,Consumption,2018,  181
America,Cuba,Consumption,2016,  181
Asia,Kazakhstan,Production,2004,  181
America,Paraguay,Consumption,1995,  181
America,Paraguay,Consumption,1999,  181
Europe,Albania,Production,2011,  180
Europe,Albania,Production,2013,  180
Africa,Côte d'Ivoire,Consumption,2007,  180
Asia,India,Production,2019,  180
Asia,India,Production,2020,  180
Asia,India,Production,2021,  180
Asia,India,Production,2022,  180
Asia,Lebanon,Production,1999,  180
Europe,Montenegro,Production,2010,  180
Europe,Cyprus,Consumption,2019,  179
America,Paraguay,Consumption,2014,  179
Europe,Republic of North Macedonia,Consumption,1999,  179
Europe,Albania,Production,2007,  178
Europe,Albania,Production,2016,  178
Africa,Algeria,Consumption,2016,  178
America,Cuba,Consumption,2014,  178
America,Cuba,Consumption,2018,  178
Asia,Republic of Türkiye,Consumption,2002,  178
America,Venezuela,Consumption,2010,  178
America,Colombia,Consumption,2017,  177
America,Cuba,Consumption,2015,  177
America,Peru,Consumption,1997,  177
Asia,India,Consumption,2012,  176
Europe,Albania,Production,2009,  175
Europe,Albania,Production,2014,  175
Europe,Belarus,Consumption,1999,  175
America,Cuba,Consumption,2013,  175
Europe,Bosnia and Herzegovina,Consumption,1995,  174
Asia,India,Consumption,2011,  174
Europe,Montenegro,Production,2012,  174
America,Paraguay,Consumption,2001,  174
America,Peru,Consumption,1999,  174
Asia,Singapore,Consumption,2019,  174
Asia,India,Production,2014,  173
Africa,Morocco,Production,1995,  173
America,Peru,Consumption,1998,  173
Africa,Tunisia,Consumption,2022,  173
America,Venezuela,Consumption,2011,  173
America,Colombia,Consumption,2016,  172
Asia,Kazakhstan,Production,2009,  172
Asia,Kazakhstan,Production,2010,  172
America,Paraguay,Consumption,1996,  172
America,Paraguay,Consumption,1997,  172
Europe,Albania,Production,2005,  171
America,Cuba,Consumption,1999,  171
America,Cuba,Consumption,2012,  171
Europe,Montenegro,Production,2009,  171
Asia,Philippines,Consumption,2015,  171
Europe,Albania,Consumption,1997,  170
Europe,Albania,Production,2006,  170
Asia,"China, Taiwan Province of",Consumption,2012,  170
America,Cuba,Consumption,2001,  170
Asia,India,Production,2013,  170
Asia,Lebanon,Production,2000,  170
Europe,Montenegro,Production,2008,  170
Asia,Turkmenistan,Consumption,2009,  170
Europe,Albania,Production,1995,  169
Europe,Albania,Production,2017,  169
Asia,"China, Taiwan Province of",Consumption,2006,  169
Europe,Cyprus,Production,2007,  169
Asia,Kazakhstan,Production,1998,  169
Europe,Albania,Production,1997,  168
Asia,"China, Taiwan Province of",Consumption,2014,  168
America,Peru,Consumption,1995,  168
Asia,"China, Hong Kong SAR",Consumption,2007,  167
Europe,Cyprus,Consumption,2017,  167
Asia,Republic of Türkiye,Consumption,2003,  167
Asia,"China, Taiwan Province of",Consumption,2005,  166
Asia,"China, Taiwan Province of",Consumption,2011,  166
Asia,"China, Taiwan Province of",Consumption,2013,  166
Europe,Cyprus,Consumption,2013,  166
Europe,Latvia,Consumption,2003,  166
Europe,Montenegro,Production,2006,  166
Africa,Morocco,Consumption,1995,  166
Europe,Belarus,Production,2005,  165
Europe,Cyprus,Consumption,2003,  165
Europe,Cyprus,Consumption,2004,  165
Europe,Cyprus,Consumption,2005,  165
Europe,Albania,Production,2015,  164
America,Cuba,Consumption,2019,  164
Europe,Cyprus,Consumption,2006,  164
Europe,Latvia,Consumption,1999,  164
America,Colombia,Consumption,2015,  163
America,Cuba,Consumption,2011,  163
Asia,Kazakhstan,Consumption,1996,  163
Asia,Kazakhstan,Consumption,2001,  163
Asia,Lebanon,Consumption,1998,  163
Asia,Lebanon,Consumption,1999,  163
America,Peru,Consumption,1996,  163
Asia,Uzbekistan,Consumption,2021,  163
Asia,Uzbekistan,Consumption,2022,  163
America,Venezuela,Consumption,2013,  163
Europe,Albania,Production,2008,  161
Asia,"China, Taiwan Province of",Consumption,2008,  161
Africa,Mozambique,Consumption,2019,  161
Europe,Belarus,Production,2004,  160
America,Cuba,Consumption,2008,  160
America,Cuba,Consumption,2010,  160
America,Cuba,Consumption,2020,  160
Europe,Cyprus,Consumption,2007,  160
Europe,Cyprus,Consumption,2015,  160
Asia,India,Consumption,2010,  160
Asia,India,Production,2010,  160
Asia,Lebanon,Production,2001,  160
Europe,Luxemburg,Production,1998,  160
Europe,Montenegro,Production,2013,  160
America,Paraguay,Consumption,2015,  160
Europe,Republic of North Macedonia,Consumption,2002,  160
America,Venezuela,Consumption,2000,  160
America,Cuba,Consumption,2009,  159
America,Cuba,Consumption,2021,  159
America,Cuba,Consumption,2022,  159
Europe,Cyprus,Consumption,2009,  159
Asia,Singapore,Consumption,2018,  159
Asia,Uzbekistan,Consumption,2012,  159
America,Colombia,Consumption,2014,  158
Europe,Cyprus,Consumption,2016,  158
Asia,Kazakhstan,Production,2011,  158
Asia,Lebanon,Production,1996,  158
Asia,Azerbaijan,Production,2018,  157
Europe,Cyprus,Consumption,2010,  157
Asia,Singapore,Consumption,2020,  157
Asia,Singapore,Consumption,2021,  157
Asia,Singapore,Consumption,2022,  157
Asia,"China, Taiwan Province of",Consumption,1998,  156
America,Cuba,Production,2000,  156
Europe,Estonia,Consumption,2010,  156
Europe,Luxemburg,Production,2004,  156
Europe,Cyprus,Consumption,2014,  155
Europe,Cyprus,Consumption,2020,  155
Europe,Ireland,Consumption,1995,  155
Asia,Kazakhstan,Production,2012,  155
Europe,Latvia,Consumption,2006,  154
Europe,Luxemburg,Production,2002,  154
America,Paraguay,Consumption,2003,  154
Asia,Uzbekistan,Consumption,2011,  154
Europe,Albania,Production,2018,  153
America,Cuba,Consumption,2003,  153
Europe,Cyprus,Consumption,2022,  153
Asia,Korea (the Republic of),Consumption,2004,  153
America,Venezuela,Consumption,2005,  153
Europe,Albania,Consumption,2004,  152
Asia,Lebanon,Consumption,2000,  152
Africa,Côte d'Ivoire,Consumption,2005,  151
Europe,Lithuania,Consumption,2008,  151
Asia,Kazakhstan,Consumption,1995,  150
Asia,Lebanon,Production,2002,  150
Asia,Lebanon,Production,2003,  150
Asia,Lebanon,Production,2004,  150
Asia,Lebanon,Production,2005,  150
Europe,Luxemburg,Production,1995,  150
America,Mexico,Consumption,1996,  150
Europe,Republic of North Macedonia,Consumption,2008,  150
Europe,Republic of North Macedonia,Consumption,2009,  150
Europe,Republic of North Macedonia,Consumption,2010,  150
Europe,Republic of North Macedonia,Consumption,2011,  150
Europe,Republic of North Macedonia,Consumption,2012,  150
Europe,Republic of North Macedonia,Consumption,2013,  150
Europe,Republic of North Macedonia,Consumption,2014,  150
Asia,Turkmenistan,Production,1996,  150
America,Colombia,Consumption,2013,  149
Asia,India,Production,2009,  149
America,Cuba,Production,1999,  148
Asia,Lebanon,Consumption,2001,  148
America,Mexico,Consumption,1995,  148
Europe,Albania,Consumption,2001,  147
Asia,Azerbaijan,Production,1998,  147
Africa,Côte d'Ivoire,Consumption,2004,  147
Europe,Cyprus,Consumption,2008,  147
Europe,Cyprus,Production,2008,  147
Europe,Latvia,Consumption,2000,  147
Africa,Côte d'Ivoire,Consumption,2006,  146
Europe,Cyprus,Consumption,2012,  146
Europe,Estonia,Consumption,2008,  146
Africa,Ghana,Consumption,2008,  146
Asia,India,Production,2012,  146
America,Cuba,Consumption,2007,  145
Europe,Cyprus,Production,2009,  145
Europe,Latvia,Consumption,2002,  145
America,Colombia,Consumption,2009,  144
America,Cuba,Production,2020,  144
Asia,Philippines,Consumption,2014,  144
Africa,Egypt,Consumption,2008,  143
Africa,Egypt,Production,2008,  143
Europe,Albania,Production,2001,  142
America,Colombia,Consumption,2010,  142
Europe,Estonia,Consumption,2009,  142
Asia,India,Production,2011,  142
Asia,Lebanon,Consumption,1996,  142
Europe,Luxemburg,Production,2007,  142
America,Cuba,Production,2001,  141
America,Dominican Republic,Consumption,2017,  141
Europe,Albania,Production,2004,  140
Africa,Botswana,Consumption,2006,  140
Asia,"China, Hong Kong SAR",Consumption,2006,  140
America,Cuba,Consumption,2002,  140
Europe,Cyprus,Consumption,2011,  140
America,Cuba,Consumption,2005,  139
Asia,India,Consumption,2009,  139
Africa,Namibia,Consumption,2012,  139
Asia,Singapore,Consumption,2015,  138
Asia,Uzbekistan,Consumption,2020,  138
Asia,Lebanon,Consumption,2002,  137
Africa,Cameroon,Consumption,2018,  136
Africa,Cameroon,Consumption,2019,  136
